Well Name,Date,Oil,Gas,Water,Page Number
BEELER UNIT C 20H,2025-02-04,0.00,3.90,0.00,20
BEELER UNIT C 20H,2025-02-03,0.00,0.60,0.00,20
BEELER UNIT C 20H,2025-02-02,0.00,8.30,0.00,20
BEELER UNIT C 20H,2025-01-31,0.00,13.10,0.00,20
BEELER UNIT C 20H,2025-01-30,0.00,2.60,0.00,20
BEELER UNIT C 20H,2025-01-29,0.00,8.10,0.00,20
BEELER UNIT C 20H,2025-01-28,0.00,4.40,0.00,20
BEELER UNIT C 20H,2025-01-27,0.00,17.40,0.00,20
BEELER UNIT C 20H,2025-01-26,0.00,3.80,0.00,20
BEELER UNIT C 20H,2025-01-25,0.00,2.80,0.00,20
BEELER UNIT C 20H,2025-01-24,0.00,9.70,0.00,20
BEELER UNIT C 20H,2025-01-23,0.00,2.90,0.00,20
BEELER UNIT C 20H,2025-01-22,0.00,10.20,0.00,20
BEELER UNIT C 20H,2025-01-21,0.00,16.20,0.00,20
BEELER UNIT C 20H,2025-01-20,0.00,28.90,0.00,20
BEELER UNIT C 20H,2025-01-19,8.25,69.00,22.00,20
BEELER UNIT C 20H,2025-01-18,11.00,79.20,22.00,20
BEELER UNIT C 20H,2025-01-17,30.25,124.10,30.25,20
BEELER UNIT C 20H,2025-01-16,27.50,137.20,44.00,20
BEELER UNIT C 20H,2025-01-15,0.00,1.10,0.00,20
BEELER UNIT C 20H,2025-01-14,0.00,2.60,0.00,20
BEELER UNIT C 20H,2025-01-13,0.00,6.10,0.00,20
BEELER UNIT C 20H,2025-01-12,0.00,3.40,0.00,20
BEELER UNIT F 19H,2025-03-02,5.50,56.90,13.75,21
BEELER UNIT F 19H,2025-03-01,5.50,56.70,16.50,21
BEELER UNIT F 19H,2025-02-28,2.75,57.40,2.75,21
BEELER UNIT F 19H,2025-02-27,2.75,54.20,22.00,21
BEELER UNIT F 19H,2025-02-26,2.75,55.00,19.25,21
BEELER UNIT F 19H,2025-02-25,2.75,56.60,22.00,21
BEELER UNIT F 19H,2025-02-24,2.75,57.20,27.50,21
BEELER UNIT F 19H,2025-02-23,2.75,58.90,24.75,21
BEELER UNIT F 19H,2025-02-22,2.75,59.40,8.25,21
BEELER UNIT F 19H,2025-02-21,8.25,61.20,35.75,21
BEELER UNIT F 19H,2025-02-20,3.99,61.40,19.44,21
BEELER UNIT F 19H,2025-02-19,2.75,58.40,19.25,21
BEELER UNIT F 19H,2025-02-18,2.75,56.30,16.50,21
BEELER UNIT F 19H,2025-02-17,13.75,56.30,24.75,21
BEELER UNIT F 19H,2025-02-16,8.25,54.70,13.75,21
BEELER UNIT F 19H,2025-02-15,5.50,55.10,0.00,21
BEELER UNIT F 19H,2025-02-14,5.50,56.40,22.00,21
BEELER UNIT F 19H,2025-02-13,5.50,39.70,19.25,21
BEELER UNIT F 19H,2025-02-12,0.00,25.40,0.00,21
BEELER UNIT F 19H,2025-02-11,0.00,25.90,0.00,21
BEELER UNIT F 19H,2025-02-10,0.00,26.80,0.00,21
BEELER UNIT F 19H,2025-02-09,0.00,29.70,0.00,21
BEELER UNIT F 19H,2025-02-08,0.00,23.90,0.00,21
BEELER UNIT F 19H,2025-02-07,0.00,28.10,0.00,21
BEELER UNIT F 19H,2025-02-06,0.00,29.50,0.00,22
BEELER UNIT F 19H,2025-02-05,0.00,29.60,0.00,22
BEELER UNIT F 19H,2025-02-04,0.00,30.00,0.00,22
BEELER UNIT F 19H,2025-02-03,0.00,28.80,0.00,22
BEELER UNIT F 19H,2025-02-02,0.00,28.30,0.00,22
BEELER UNIT F 19H,2025-01-31,0.00,31.10,0.00,22
BEELER UNIT F 19H,2025-01-30,2.75,54.60,0.00,22
BEELER UNIT F 19H,2025-01-29,2.75,53.70,19.25,22
BEELER UNIT F 19H,2025-01-28,2.75,54.10,22.00,22
BEELER UNIT F 19H,2025-01-27,2.75,56.50,16.50,22
BEELER UNIT F 19H,2025-01-26,5.50,58.20,33.00,22
BEELER UNIT F 19H,2025-01-25,11.00,55.00,24.75,22
BEELER UNIT F 19H,2025-01-24,2.75,55.60,5.50,22
BEELER UNIT F 19H,2025-01-23,5.50,55.40,16.50,22
BEELER UNIT F 19H,2025-01-22,2.75,43.50,22.00,22
BEELER UNIT F 19H,2025-01-21,2.75,53.10,8.25,22
BEELER UNIT F 19H,2025-01-20,8.25,52.30,13.75,22
BEELER UNIT F 19H,2025-01-19,8.25,53.00,16.50,22
BEELER UNIT F 19H,2025-01-18,22.00,49.50,2.75,22
BEELER UNIT F 19H,2025-01-17,13.75,33.20,13.75,22
BEELER UNIT F 19H,2025-01-16,0.00,27.80,0.00,22
BEELER UNIT F 19H,2025-01-15,0.00,28.50,0.00,22
BEELER UNIT F 19H,2025-01-14,0.00,27.20,0.00,22
BEELER UNIT F 19H,2025-01-13,0.00,28.20,0.00,22
BEELER UNIT F 19H,2025-01-12,0.00,27.70,0.00,22
BEELER UNIT H 26H,2025-03-02,0.00,0.00,0.00,23
BEELER UNIT H 26H,2025-03-01,0.00,0.00,0.00,23
BEELER UNIT H 26H,2025-02-28,0.00,0.00,0.00,23
BEELER UNIT H 26H,2025-02-27,0.00,0.00,0.00,23
BEELER UNIT H 26H,2025-02-26,0.00,0.00,0.00,23
BEELER UNIT H 26H,2025-02-25,0.00,0.00,0.00,23
BEELER UNIT H 26H,2025-02-24,0.00,0.00,0.00,23
BEELER UNIT H 26H,2025-02-23,0.00,0.00,0.00,23
BEELER UNIT H 26H,2025-02-22,0.00,0.00,0.00,23
BEELER UNIT H 26H,2025-02-21,0.00,0.00,0.00,23
BEELER UNIT H 26H,2025-02-20,0.00,0.00,0.00,23
BEELER UNIT H 26H,2025-02-19,0.00,0.00,0.00,23
BEELER UNIT H 26H,2025-02-18,0.00,0.00,0.00,23
BEELER UNIT H 26H,2025-02-17,0.00,0.00,0.00,23
BEELER UNIT H 26H,2025-02-16,0.00,0.00,0.00,23
BEELER UNIT H 26H,2025-02-15,0.00,0.00,0.00,23
BEELER UNIT H 26H,2025-02-14,0.00,0.00,0.00,23
BEELER UNIT H 26H,2025-02-13,0.00,0.00,0.00,23
BEELER UNIT H 26H,2025-02-12,0.00,0.00,0.00,23
BEELER UNIT H 26H,2025-02-11,0.00,0.00,0.00,23
BEELER UNIT H 26H,2025-02-10,0.00,0.00,0.00,23
BEELER UNIT H 26H,2025-02-09,0.00,0.00,0.00,23
BEELER UNIT H 26H,2025-02-08,0.00,0.00,0.00,23
BEELER UNIT H 26H,2025-02-07,0.00,0.00,0.00,23
BEELER UNIT H 26H,2025-02-06,0.00,0.00,0.00,24
BEELER UNIT H 26H,2025-02-05,0.00,0.00,0.00,24
BEELER UNIT H 26H,2025-02-04,0.00,0.00,0.00,24
BEELER UNIT H 26H,2025-02-03,0.00,0.00,0.00,24
BEELER UNIT H 26H,2025-02-02,0.00,0.00,0.00,24
BEELER UNIT H 26H,2025-01-31,0.00,0.00,0.00,24
BEELER UNIT H 26H,2025-01-30,0.00,0.00,0.00,24
BEELER UNIT H 26H,2025-01-29,0.00,0.00,0.00,24
BEELER UNIT H 26H,2025-01-28,0.00,0.00,0.00,24
BEELER UNIT H 26H,2025-01-27,0.00,0.00,0.00,24
BEELER UNIT H 26H,2025-01-26,0.00,0.00,0.00,24
BEELER UNIT H 26H,2025-01-25,0.00,0.00,0.00,24
BEELER UNIT H 26H,2025-01-24,0.00,0.00,0.00,24
BEELER UNIT H 26H,2025-01-23,0.00,0.00,0.00,24
BEELER UNIT H 26H,2025-01-22,0.00,0.00,0.00,24
BEELER UNIT H 26H,2025-01-21,0.00,0.00,0.00,24
BEELER UNIT H 26H,2025-01-20,0.00,0.00,0.00,24
BEELER UNIT H 26H,2025-01-19,0.00,0.00,0.00,24
BEELER UNIT H 26H,2025-01-18,0.00,0.00,0.00,24
BEELER UNIT H 26H,2025-01-17,0.00,0.00,0.00,24
BEELER UNIT H 26H,2025-01-16,0.00,0.00,0.00,24
BEELER UNIT H 26H,2025-01-15,0.00,0.00,0.00,24
BEELER UNIT H 26H,2025-01-14,0.00,0.00,0.00,24
BEELER UNIT H 26H,2025-01-13,0.00,0.00,0.00,24
BEELER UNIT H 26H,2025-01-12,0.00,0.00,0.00,24
BOOTH BEELER 9RE,2025-03-02,0.00,0.00,0.00,25
BOOTH BEELER 9RE,2025-03-01,0.00,0.00,0.00,25
BOOTH BEELER 9RE,2025-02-28,0.00,0.00,0.00,25
BOOTH BEELER 9RE,2025-02-27,0.00,0.00,0.00,25
BOOTH BEELER 9RE,2025-02-26,0.00,0.00,0.00,25
BOOTH BEELER 9RE,2025-02-25,0.00,0.00,0.00,25
BOOTH BEELER 9RE,2025-02-24,0.00,0.00,0.00,25
BOOTH BEELER 9RE,2025-02-23,0.00,0.00,0.00,25
BOOTH BEELER 9RE,2025-02-22,0.00,0.00,0.00,25
BOOTH BEELER 9RE,2025-02-21,0.00,0.00,0.00,25
BOOTH BEELER 9RE,2025-02-20,0.00,0.00,0.00,25
BOOTH BEELER 9RE,2025-02-19,0.00,0.00,0.00,25
BOOTH BEELER 9RE,2025-02-18,0.00,0.00,0.00,25
BOOTH BEELER 9RE,2025-02-17,0.00,0.00,0.00,25
BOOTH BEELER 9RE,2025-02-16,0.00,0.00,0.00,25
BOOTH BEELER 9RE,2025-02-15,0.00,0.00,0.00,25
BOOTH BEELER 9RE,2025-02-14,0.00,0.00,0.00,25
BOOTH BEELER 9RE,2025-02-13,0.00,0.00,0.00,25
BOOTH BEELER 9RE,2025-02-12,0.00,0.00,0.00,25
BOOTH BEELER 9RE,2025-02-11,0.00,0.00,0.00,25
BOOTH BEELER 9RE,2025-02-10,0.00,0.00,0.00,25
BOOTH BEELER 9RE,2025-02-09,0.00,0.00,0.00,25
BOOTH BEELER 9RE,2025-02-08,0.00,0.00,0.00,25
BOOTH BEELER 9RE,2025-02-07,0.00,0.00,0.00,25
BOOTH BEELER 9RE,2025-02-06,0.00,0.00,0.00,26
BOOTH BEELER 9RE,2025-02-05,0.00,0.00,0.00,26
BOOTH BEELER 9RE,2025-02-04,0.00,0.00,0.00,26
BOOTH BEELER 9RE,2025-02-03,0.00,0.00,0.00,26
BOOTH BEELER 9RE,2025-02-02,0.00,0.00,0.00,26
BOOTH BEELER 9RE,2025-01-31,0.00,0.00,0.00,26
BOOTH BEELER 9RE,2025-01-30,0.00,0.00,0.00,26
BOOTH BEELER 9RE,2025-01-29,0.00,0.00,0.00,26
BOOTH BEELER 9RE,2025-01-28,0.00,0.00,0.00,26
BOOTH BEELER 9RE,2025-01-27,0.00,0.00,0.00,26
BOOTH BEELER 9RE,2025-01-26,0.00,0.00,0.00,26
BOOTH BEELER 9RE,2025-01-25,0.00,0.00,0.00,26
BOOTH BEELER 9RE,2025-01-24,0.00,0.00,0.00,26
BOOTH BEELER 9RE,2025-01-23,0.00,0.00,0.00,26
BOOTH BEELER 9RE,2025-01-22,0.00,0.00,0.00,26
BOOTH BEELER 9RE,2025-01-21,0.00,0.00,0.00,26
BOOTH BEELER 9RE,2025-01-20,0.00,0.00,0.00,26
BOOTH BEELER 9RE,2025-01-19,0.00,0.00,0.00,26
BOOTH BEELER 9RE,2025-01-18,0.00,0.00,0.00,26
BOOTH BEELER 9RE,2025-01-17,0.00,0.00,0.00,26
BOOTH BEELER 9RE,2025-01-16,0.00,0.00,0.00,26
BOOTH BEELER 9RE,2025-01-15,0.00,0.00,0.00,26
BOOTH BEELER 9RE,2025-01-14,0.00,0.00,0.00,26
BOOTH BEELER 9RE,2025-01-13,0.00,0.00,0.00,26
BOOTH BEELER 9RE,2025-01-12,0.00,0.00,0.00,26
BOOTH WEAVER 1RE,2025-03-02,8.35,0.00,0.00,27
BOOTH WEAVER 1RE,2025-03-01,10.02,0.00,3.34,27
BOOTH WEAVER 1RE,2025-02-28,10.02,0.00,0.00,27
BOOTH WEAVER 1RE,2025-02-27,5.01,0.00,0.00,27
BOOTH WEAVER 1RE,2025-02-26,8.35,0.00,40.08,27
BOOTH WEAVER 1RE,2025-02-25,8.35,0.00,78.49,27
BOOTH WEAVER 1RE,2025-02-24,6.68,0.00,48.43,27
BOOTH WEAVER 1RE,2025-02-23,6.68,0.00,71.81,27
BOOTH WEAVER 1RE,2025-02-22,3.34,0.00,80.16,27
BOOTH WEAVER 1RE,2025-02-21,1.67,0.00,70.14,27
BOOTH WEAVER 1RE,2025-02-20,1.34,0.00,75.03,27
BOOTH WEAVER 1RE,2025-02-19,0.00,0.00,5.01,27
BOOTH WEAVER 1RE,2025-02-18,0.00,0.00,40.08,27
BOOTH WEAVER 1RE,2025-02-17,0.00,0.00,60.12,27
BOOTH WEAVER 1RE,2025-02-16,5.01,0.00,88.51,27
BOOTH WEAVER 1RE,2025-02-15,5.01,0.00,90.18,27
BOOTH WEAVER 1RE,2025-02-14,5.01,0.00,0.00,27
BOOTH WEAVER 1RE,2025-02-13,3.34,0.00,8.35,27
BOOTH WEAVER 1RE,2025-02-12,8.35,0.00,0.00,27
BOOTH WEAVER 1RE,2025-02-11,10.02,0.00,15.03,27
BOOTH WEAVER 1RE,2025-02-10,10.02,54.90,21.71,27
BOOTH WEAVER 1RE,2025-02-09,10.02,3.00,16.70,27
BOOTH WEAVER 1RE,2025-02-08,3.34,3.00,40.08,27
BOOTH WEAVER 1RE,2025-02-07,10.02,3.00,15.03,27
BOOTH WEAVER 1RE,2025-02-06,13.36,0.00,58.45,28
BOOTH WEAVER 1RE,2025-02-05,8.35,11.40,40.08,28
BOOTH WEAVER 1RE,2025-02-04,11.69,0.00,121.91,28
BOOTH WEAVER 1RE,2025-02-03,10.02,0.00,63.46,28
BOOTH WEAVER 1RE,2025-02-02,10.02,0.00,68.47,28
BOOTH WEAVER 1RE,2025-01-31,6.68,0.00,83.50,28
BOOTH WEAVER 1RE,2025-01-30,8.35,0.00,60.12,28
BOOTH WEAVER 1RE,2025-01-29,8.35,0.00,0.00,28
BOOTH WEAVER 1RE,2025-01-28,5.01,43.30,85.17,28
BOOTH WEAVER 1RE,2025-01-27,10.02,0.00,45.09,28
BOOTH WEAVER 1RE,2025-01-26,6.68,11.10,86.84,28
BOOTH WEAVER 1RE,2025-01-25,0.00,0.10,73.48,28
BOOTH WEAVER 1RE,2025-01-24,6.68,0.10,71.81,28
BOOTH WEAVER 1RE,2025-01-23,8.87,0.10,0.19,28
BOOTH WEAVER 1RE,2025-01-22,10.02,0.00,15.03,28
BOOTH WEAVER 1RE,2025-01-21,0.00,0.00,0.00,28
BOOTH WEAVER 1RE,2025-01-20,0.00,0.00,0.00,28
BOOTH WEAVER 1RE,2025-01-19,0.00,0.10,0.00,28
BOOTH WEAVER 1RE,2025-01-18,10.02,45.50,33.40,28
BOOTH WEAVER 1RE,2025-01-17,3.34,0.00,111.89,28
BOOTH WEAVER 1RE,2025-01-16,0.00,0.00,81.83,28
BOOTH WEAVER 1RE,2025-01-15,5.01,0.00,56.78,28
BOOTH WEAVER 1RE,2025-01-14,3.34,0.00,40.08,28
BOOTH WEAVER 1RE,2025-01-13,0.00,0.00,46.76,28
BOOTH WEAVER 1RE,2025-01-12,8.35,49.10,108.55,28
HUFFMAN UNIT 1RE,2025-03-02,4.54,0.00,0.00,29
HUFFMAN UNIT 1RE,2025-03-01,4.54,0.00,0.00,29
HUFFMAN UNIT 1RE,2025-02-28,4.54,0.00,0.00,29
HUFFMAN UNIT 1RE,2025-02-27,4.54,0.00,0.00,29
HUFFMAN UNIT 1RE,2025-02-26,4.54,0.00,0.00,29
HUFFMAN UNIT 1RE,2025-02-25,4.54,0.00,0.00,29
HUFFMAN UNIT 1RE,2025-02-24,6.81,0.00,0.00,29
HUFFMAN UNIT 1RE,2025-02-23,0.00,0.00,0.00,29
HUFFMAN UNIT 1RE,2025-02-22,0.00,0.00,0.00,29
HUFFMAN UNIT 1RE,2025-02-21,2.27,0.00,0.00,29
HUFFMAN UNIT 1RE,2025-02-20,0.00,0.00,0.00,29
HUFFMAN UNIT 1RE,2025-02-19,4.54,0.00,0.00,29
HUFFMAN UNIT 1RE,2025-02-18,4.54,0.00,0.00,29
HUFFMAN UNIT 1RE,2025-02-17,4.54,0.00,0.00,29
HUFFMAN UNIT 1RE,2025-02-16,4.54,0.00,0.00,29
HUFFMAN UNIT 1RE,2025-02-15,4.54,0.00,71.81,29
HUFFMAN UNIT 1RE,2025-02-14,0.00,0.00,0.00,29
HUFFMAN UNIT 1RE,2025-02-13,0.00,0.00,0.00,29
HUFFMAN UNIT 1RE,2025-02-12,0.00,0.00,0.00,29
HUFFMAN UNIT 1RE,2025-02-11,0.00,0.00,0.00,29
HUFFMAN UNIT 1RE,2025-02-10,0.00,0.00,0.00,29
HUFFMAN UNIT 1RE,2025-02-09,4.54,0.00,6.68,29
HUFFMAN UNIT 1RE,2025-02-08,4.54,0.00,20.04,29
HUFFMAN UNIT 1RE,2025-02-07,4.54,0.00,20.04,29
HUFFMAN UNIT 1RE,2025-02-06,0.00,0.00,0.00,30
HUFFMAN UNIT 1RE,2025-02-05,4.92,0.00,0.57,30
HUFFMAN UNIT 1RE,2025-02-04,6.81,0.00,0.00,30
HUFFMAN UNIT 1RE,2025-02-03,13.62,0.00,0.00,30
HUFFMAN UNIT 1RE,2025-02-02,20.43,0.00,0.00,30
HUFFMAN UNIT 1RE,2025-01-31,9.08,0.00,0.00,30
HUFFMAN UNIT 1RE,2025-01-30,6.81,0.00,0.00,30
HUFFMAN UNIT 1RE,2025-01-29,4.54,0.00,0.00,30
HUFFMAN UNIT 1RE,2025-01-28,4.54,0.00,0.00,30
HUFFMAN UNIT 1RE,2025-01-27,4.54,0.00,0.00,30
HUFFMAN UNIT 1RE,2025-01-26,4.54,0.00,1.67,30
HUFFMAN UNIT 1RE,2025-01-25,2.27,0.00,0.00,30
HUFFMAN UNIT 1RE,2025-01-24,2.27,0.00,0.00,30
HUFFMAN UNIT 1RE,2025-01-23,2.27,0.00,0.00,30
HUFFMAN UNIT 1RE,2025-01-22,11.35,0.00,0.00,30
HUFFMAN UNIT 1RE,2025-01-21,11.35,0.00,0.00,30
HUFFMAN UNIT 1RE,2025-01-20,11.35,0.00,0.00,30
HUFFMAN UNIT 1RE,2025-01-19,6.81,0.00,0.00,30
HUFFMAN UNIT 1RE,2025-01-18,0.60,0.00,0.00,30
HUFFMAN UNIT 1RE,2025-01-17,0.00,0.00,0.00,30
HUFFMAN UNIT 1RE,2025-01-16,0.00,0.00,0.00,30
HUFFMAN UNIT 1RE,2025-01-15,0.00,0.00,0.00,30
HUFFMAN UNIT 1RE,2025-01-14,0.00,0.00,0.00,30
HUFFMAN UNIT 1RE,2025-01-13,2.27,0.00,0.00,30
HUFFMAN UNIT 1RE,2025-01-12,2.27,0.00,0.00,30
TORTUGA 1RE,2025-03-02,0.00,0.00,0.00,31
TORTUGA 1RE,2025-03-01,0.00,0.00,0.00,31
TORTUGA 1RE,2025-02-28,0.00,0.00,0.00,31
TORTUGA 1RE,2025-02-27,0.00,0.00,0.00,31
TORTUGA 1RE,2025-02-26,0.00,0.00,0.00,31
TORTUGA 1RE,2025-02-25,0.00,0.00,0.00,31
TORTUGA 1RE,2025-02-24,0.00,0.00,0.00,31
TORTUGA 1RE,2025-02-23,0.00,0.00,0.00,31
TORTUGA 1RE,2025-02-22,0.00,0.00,0.00,31
TORTUGA 1RE,2025-02-21,0.00,0.00,0.00,31
TORTUGA 1RE,2025-02-20,0.00,0.00,0.00,31
TORTUGA 1RE,2025-02-19,0.00,0.00,0.00,31
TORTUGA 1RE,2025-02-18,0.00,0.00,0.00,31
TORTUGA 1RE,2025-02-17,0.00,0.00,0.00,31
TORTUGA 1RE,2025-02-16,0.00,0.00,0.00,31
TORTUGA 1RE,2025-02-15,0.00,0.00,0.00,31
TORTUGA 1RE,2025-02-14,0.00,0.00,0.00,31
TORTUGA 1RE,2025-02-13,0.00,0.00,0.00,31
TORTUGA 1RE,2025-02-12,0.00,0.00,0.00,31
TORTUGA 1RE,2025-02-11,0.00,0.00,0.00,31
TORTUGA 1RE,2025-02-10,0.00,0.00,0.00,31
TORTUGA 1RE,2025-02-09,0.00,0.00,0.00,31
TORTUGA 1RE,2025-02-08,0.00,0.00,0.00,31
TORTUGA 1RE,2025-02-07,0.00,0.00,0.00,31
TORTUGA 1RE,2025-02-06,0.00,0.00,0.00,32
TORTUGA 1RE,2025-02-05,0.00,0.00,0.00,32
TORTUGA 1RE,2025-02-04,0.00,0.00,0.00,32
TORTUGA 1RE,2025-02-03,0.00,0.00,0.00,32
TORTUGA 1RE,2025-02-02,0.00,0.00,0.00,32
TORTUGA 1RE,2025-01-31,0.00,0.00,0.00,32
TORTUGA 1RE,2025-01-30,0.00,0.00,0.00,32
TORTUGA 1RE,2025-01-29,0.00,0.00,0.00,32
TORTUGA 1RE,2025-01-28,0.00,0.00,0.00,32
TORTUGA 1RE,2025-01-27,0.00,0.00,0.00,32
TORTUGA 1RE,2025-01-26,0.00,0.00,0.00,32
TORTUGA 1RE,2025-01-25,0.00,0.00,0.00,32
TORTUGA 1RE,2025-01-24,0.00,0.00,0.00,32
TORTUGA 1RE,2025-01-23,0.00,0.00,0.00,32
TORTUGA 1RE,2025-01-22,0.00,0.00,0.00,32
TORTUGA 1RE,2025-01-21,0.00,0.00,0.00,32
TORTUGA 1RE,2025-01-20,0.00,0.00,0.00,32
TORTUGA 1RE,2025-01-19,0.00,0.00,0.00,32
TORTUGA 1RE,2025-01-18,0.00,0.00,0.00,32
TORTUGA 1RE,2025-01-17,0.00,0.00,0.00,32
TORTUGA 1RE,2025-01-16,0.00,0.00,0.00,32
TORTUGA 1RE,2025-01-15,0.00,0.00,0.00,32
TORTUGA 1RE,2025-01-14,0.00,0.00,0.00,32
TORTUGA 1RE,2025-01-13,0.00,0.00,0.00,32
TORTUGA 1RE,2025-01-12,0.00,0.00,0.00,32
TORTUGA UNIT B 2RE,2025-03-02,4.54,0.00,133.60,33
TORTUGA UNIT B 2RE,2025-03-01,4.54,0.00,151.97,33
TORTUGA UNIT B 2RE,2025-02-28,4.54,0.00,140.28,33
TORTUGA UNIT B 2RE,2025-02-27,4.54,0.00,128.59,33
TORTUGA UNIT B 2RE,2025-02-26,2.27,0.00,131.93,33
TORTUGA UNIT B 2RE,2025-02-25,2.27,0.00,133.60,33
TORTUGA UNIT B 2RE,2025-02-24,2.27,0.00,141.95,33
TORTUGA UNIT B 2RE,2025-02-23,0.00,0.00,131.93,33
TORTUGA UNIT B 2RE,2025-02-22,0.00,0.00,153.64,33
TORTUGA UNIT B 2RE,2025-02-21,4.54,0.00,143.62,33
TORTUGA UNIT B 2RE,2025-02-20,0.00,0.00,131.93,33
TORTUGA UNIT B 2RE,2025-02-19,2.27,0.00,131.93,33
TORTUGA UNIT B 2RE,2025-02-18,2.27,0.00,130.26,33
TORTUGA UNIT B 2RE,2025-02-17,4.54,0.00,135.27,33
TORTUGA UNIT B 2RE,2025-02-16,4.54,0.00,135.27,33
TORTUGA UNIT B 2RE,2025-02-15,2.27,0.00,126.92,33
TORTUGA UNIT B 2RE,2025-02-14,4.54,0.00,121.91,33
TORTUGA UNIT B 2RE,2025-02-13,6.81,0.00,138.61,33
TORTUGA UNIT B 2RE,2025-02-12,2.27,0.00,135.27,33
TORTUGA UNIT B 2RE,2025-02-11,2.27,0.00,133.60,33
TORTUGA UNIT B 2RE,2025-02-10,2.27,0.00,125.25,33
TORTUGA UNIT B 2RE,2025-02-09,4.54,0.00,145.29,33
TORTUGA UNIT B 2RE,2025-02-08,4.54,0.00,156.98,33
TORTUGA UNIT B 2RE,2025-02-07,0.00,0.00,135.27,33
TORTUGA UNIT B 2RE,2025-02-06,2.27,0.00,140.28,34
TORTUGA UNIT B 2RE,2025-02-05,6.81,0.00,144.00,34
TORTUGA UNIT B 2RE,2025-02-04,4.54,0.00,135.27,34
TORTUGA UNIT B 2RE,2025-02-03,0.00,0.00,146.96,34
TORTUGA UNIT B 2RE,2025-02-02,4.54,0.00,121.91,34
TORTUGA UNIT B 2RE,2025-01-31,6.81,0.00,115.23,34
TORTUGA UNIT B 2RE,2025-01-30,2.27,0.00,140.28,34
TORTUGA UNIT B 2RE,2025-01-29,2.27,0.00,130.26,34
TORTUGA UNIT B 2RE,2025-01-28,4.54,0.00,133.60,34
TORTUGA UNIT B 2RE,2025-01-27,2.27,0.00,133.60,34
TORTUGA UNIT B 2RE,2025-01-26,4.54,0.00,133.60,34
TORTUGA UNIT B 2RE,2025-01-25,6.81,0.00,133.60,34
TORTUGA UNIT B 2RE,2025-01-24,4.54,0.00,130.26,34
TORTUGA UNIT B 2RE,2025-01-23,2.27,0.00,130.26,34
TORTUGA UNIT B 2RE,2025-01-22,6.81,0.00,136.94,34
TORTUGA UNIT B 2RE,2025-01-21,4.54,0.00,130.26,34
TORTUGA UNIT B 2RE,2025-01-20,4.54,0.00,123.58,34
TORTUGA UNIT B 2RE,2025-01-19,4.54,0.00,130.26,34
TORTUGA UNIT B 2RE,2025-01-18,6.81,0.00,136.94,34
TORTUGA UNIT B 2RE,2025-01-17,6.81,0.00,141.95,34
TORTUGA UNIT B 2RE,2025-01-16,6.81,0.00,133.60,34
TORTUGA UNIT B 2RE,2025-01-15,11.35,0.00,121.91,34
TORTUGA UNIT B 2RE,2025-01-14,9.08,0.00,136.94,34
TORTUGA UNIT B 2RE,2025-01-13,6.81,0.00,133.60,34
TORTUGA UNIT B 2RE,2025-01-12,2.27,0.00,128.59,34
TORTUGA UNIT B 3,2025-03-02,0.00,0.00,0.00,35
TORTUGA UNIT B 3,2025-03-01,0.00,0.00,0.00,35
TORTUGA UNIT B 3,2025-02-28,0.00,0.00,0.00,35
TORTUGA UNIT B 3,2025-02-27,0.00,0.00,0.00,35
TORTUGA UNIT B 3,2025-02-26,0.00,0.00,0.00,35
TORTUGA UNIT B 3,2025-02-25,0.00,0.00,0.00,35
TORTUGA UNIT B 3,2025-02-24,0.00,0.00,0.00,35
TORTUGA UNIT B 3,2025-02-23,0.00,0.00,0.00,35
TORTUGA UNIT B 3,2025-02-22,0.00,0.00,0.00,35
TORTUGA UNIT B 3,2025-02-21,0.00,0.00,0.00,35
TORTUGA UNIT B 3,2025-02-20,0.00,0.00,0.00,35
TORTUGA UNIT B 3,2025-02-19,0.00,0.00,0.00,35
TORTUGA UNIT B 3,2025-02-18,0.00,0.00,0.00,35
TORTUGA UNIT B 3,2025-02-17,0.00,0.00,0.00,35
TORTUGA UNIT B 3,2025-02-16,0.00,0.00,0.00,35
TORTUGA UNIT B 3,2025-02-15,0.00,0.00,0.00,35
TORTUGA UNIT B 3,2025-02-14,0.00,0.00,0.00,35
TORTUGA UNIT B 3,2025-02-13,0.00,0.00,0.00,35
TORTUGA UNIT B 3,2025-02-12,0.00,0.00,0.00,35
TORTUGA UNIT B 3,2025-02-11,0.00,0.00,0.00,35
TORTUGA UNIT B 3,2025-02-10,0.00,0.00,0.00,35
TORTUGA UNIT B 3,2025-02-09,0.00,0.00,0.00,35
TORTUGA UNIT B 3,2025-02-08,0.00,0.00,0.00,35
TORTUGA UNIT B 3,2025-02-07,0.00,0.00,0.00,35
TORTUGA UNIT B 3,2025-02-06,0.00,0.00,0.00,36
TORTUGA UNIT B 3,2025-02-05,0.00,0.00,0.00,36
TORTUGA UNIT B 3,2025-02-04,0.00,0.00,0.00,36
TORTUGA UNIT B 3,2025-02-03,0.00,0.00,0.00,36
TORTUGA UNIT B 3,2025-02-02,0.00,0.00,0.00,36
TORTUGA UNIT B 3,2025-01-31,0.00,0.00,0.00,36
TORTUGA UNIT B 3,2025-01-30,0.00,0.00,0.00,36
TORTUGA UNIT B 3,2025-01-29,0.00,0.00,0.00,36
TORTUGA UNIT B 3,2025-01-28,0.00,0.00,0.00,36
